obs_id,month,year,district,IRN,leaid,county,purpose,for,against,mills_pct,years,amount,new,type
3102,2,2010,Miamisburg City School District,50070,3904517,MONTGOMERY,to provide for the necessary requirements of the school district,3934,2785,7.06,5,,substitute,levy
3103,2,2010,Streetsboro City School District,50120,3904517,PORTAGE,for current expenses,1128,1634,9.5,100,,additional,levy
3104,2,2010,Manchester Local School District,50138,3904517,SUMMIT,for current expenses,WITHDREW,WITHDREW,8.5,5,,renewal,levy
3105,2,2010,Nordonia Hill City School District,48850,3904743,SUMMIT,for current expenses,1145,4453,6.5,100,,additional,levy
3106,2,2010,Southington Local School District,50161,3904517,TRUMBULL,to provide for the emergency requirements of the school district,367,502,4.1,3,,additional,levy
3107,2,2010,Little Miami Local School District,50179,3904517,WARREN,to avoid an operating deficit,4978,5992,16.95,5,,additional,levy
3108,5,2010,Elida Local School District,50294,3904517,ALLEN,to provide for the emergency requirements of the school district,2118,1571,7.2,5,,renewal,levy
3109,5,2010,Hillsdale Local School District,50302,3904517,ASHLAND,for current expenses,821,543,7.4,5,,renewal,levy
3110,5,2010,Ashtabula Area City School District,50419,3904517,ASHTABULA,for current expenses,1701,2939,4.9,100,,additional,levy
3111,5,2010,Grand Valley Local School District,50500,3904517,ASHTABULA,to re11ate remodel construct improve furnish & equip buildings & facilities for school purposes & improving school sites for school purposes,786,651,1.55,5,,renewal,levy
3112,5,2010,Jefferson Area Local School District,50591,3904517,ASHTABULA,for current operating expenses,1108,1094,3,5,,renewal,levy
3113,5,2010,Pymatuning Valley Local School District,50740,3904517,ASHTABULA,to provide for the emergency requirements of the school district,745,855,6.98,5,,additional,levy
3114,5,2010,New Bremen Local School District,91397,3904517,8LAIZE,for permanent improvements,424,206,1,5,,renewal,levy
3115,5,2010,Bellaire Local School District,139303,3904517,BELMONT,to provide for the emergency requirements of the school district,626,1782,12.9,5,,additional,levy
3116,5,2010,Bridgeport Exempted Village School District,46508,3904414,BELMONT,for current operating expenses,732,689,4,5,,replacement,levy
3117,5,2010,Shadyside Local School District,43752,3904365,BELMONT,for current expenses,847,626,5,5,,renewal,levy
3118,5,2010,Edgewood City School District,43794,3904365,BUTLER,to provide for the necessary requirements of the school district,1599,1617,6.88,5,,substitute,levy
3119,5,2010,Lakota Local School District,48488,3904743,BUTLER,,8696,14028, Fix,,,substitute,levy
3120,5,2010,Middletown City School District,47548,3904743,BUTLER,to provide for the necessary requirements of the school district,3832,2730,18.78,100,,substitute,levy
3121,5,2010,Graham Local School District,46094,3904414,CHAMPAIGN,for general permanent improvements,1289,1008,1,5,,renewal,levy
3122,5,2010,Urbana City School District,46094,3904414,CHAMPAIGN,for current operating expenses,1274,862,5.9,5,,renewal,levy
3123,5,2010,Greenon Local School District,45393,3904504,CLARK,for current expenses,1334,1846,3,5,,additional,levy
3124,5,2010,Northwestern Local School District,44263,3904368,CLARK,to provide for the necessary requirements of the school district,1094,1210,7.838,6,,substitute,levy
3125,5,2010,Leetonia Exempted Village School District,45534,3904553,COLUMBIANA,to avoid an operating deficit,576,792,8.8,4,,additional,levy
3126,5,2010,Salem City School District,50336,3904517,COLUMBIANA,to provide for the emergency requirements of the school district,2413,1059,6.7,5,,renewal,levy
3127,5,2010,Garfield Heights Local School District,48033,3904743,CUYAHOGA,to provide for the emergency requirements of the school district,2494,2140,5.8,5,,renewal,levy
3128,5,2010,Lakewood City School District,47514,3904743,CUYAHOGA,for current expenses,5851,3801,6.9,100,,additional,levy
3129,5,2010,North Olmsted City School District,47951,3904743,CUYAHOGA,for current expenses,4334,5158,7.9,100,,additional,levy
3130,5,2010,North Royalton City School District,44818,3901572,CUYAHOGA,to provide for the emergency requirements of the school district,5185,3723,6.5,10,,renewal,levy
3131,5,2010,Parma City School District,50252,3904517,CUYAHOGA,to provide for the emergency requirements of the school district,20160,11015,4.1,10,,renewal,levy
3132,5,2010,Parma City School District,45153,3904504,CUYAHOGA,to provide for the emergency requirements of the school district,14441,16596,5.5,10,,additional,levy
3133,5,2010,Shaker Heights City School District,45823,3904436,CUYAHOGA,for current expenses,5242,3749,9.9,100,,additional,levy
3134,5,2010,Solon City School District,48173,3904743,CUYAHOGA,for current expenses,4759,2938,6.9,100,,additional,levy
3135,5,2010,Ansonia Local School District,49247,3904548,DARKE,to provide funds for permanent improvements,302,131,1,5,,renewal,levy
3136,5,2010,Big Walnut Local School District,49809,3904517,DELAWARE,to provide for the emergency requirements of the school district,3229,3335,7.5,5,,additional,levy
3137,5,2010,Delaware City School District,49999,3904517,DELAWARE,to provide for the necessary requirements of the school district,3967,2119,12.8,10,,substitute,levy
3138,5,2010,Berlin Local School District,46094,3904414,ERIE,to provide for the emergency requirements of the school district,871,1387,6.9,5,,additional,levy
3139,5,2010,Margaretta Local School District,43513,3904349,ERIE,to provide for the emergency requirements of the school district,1157,1381,5.86,5,,additional,levy
3140,5,2010,Gahanna-Jefferson City School District,43539,3904349,FRANKLIN,for current operating expenses,5810,6276,9,100,,additional,levy
3141,5,2010,Reynoldsburg City School District,43570,3904349,FRANKLIN,,5964,4851, Fix,,,replacement,levy
3142,5,2010,Fayette Local School District,43638,3904349,FULTON,for current expenses,328,110,0.75,5,,additional,levy
3143,5,2010,Pettisville Local School District,43653,3904365,FULTON,for general permanent improvements,227,158,3.5,100,,renewal,levy
3144,5,2010,Cardinal Local School District,43729,3904365,GE8A,for current expenses,787,1365,5.7,100,,replacement,levy
3145,5,2010,Yellow Springs Exempted Village School District,43737,3904365,GREENE,to provide for the emergency requirements of the school district,893,299,8.7,5,,renewal,levy
3146,5,2010,Finneytown Local School District,43745,3904365,HAMILTON,for current expenses,1699,1400,7.95,100,,additional,levy
3147,5,2010,North College Hill City School District,43836,3904365,HAMILTON,to provide for the emergency requirements of the school district,582,783,4.96,5,,additional,levy
3148,5,2010,Northwest Local School District,43877,3904365,HAMILTON,to provide for the emergency requirements of the school district,8785,5098,3.88,5,,renewal,levy
3149,5,2010,Norwood City School District,43968,3904365,HAMILTON,to provide for the necessary requirements of the school district,1201,731,9.48,100,,substitute,levy
3150,5,2010,McComb Local School District,43992,3904365,HANCOCK,for general permanent improvements,521,202,3.36,5,,renewal,levy
3151,5,2010,Willard City School District,44024,3904365,HURON,to provide for the emergency requirements of the school district,631,428,5.4,5,,renewal,levy
3152,5,2010,Buckeye Local School District,44065,3904365,JEFFERSON,to provide for the emergency requirements of the school district,2040,2653,3.81,3,,additional,levy
3153,5,2010,Fredericktown Local School District,44164,3904368,KNOX,to provide for the emergency requirements of the school district,735,1249,4.8,5,,additional,levy
3154,5,2010,Mount Vernon City School District,44198,3904368,KNOX,to provide for the emergency requirements of the school district,2728,2511,2.75,5,,renewal,levy
3155,5,2010,Fairport Harbor Exempted Village School District,44222,3904368,LAKE,to provide for the emergency requirements of the school district,335,189,6.86,5,,renewal,levy
3156,5,2010,Lake County School Financing District,44297,3904368,LAKE,for current expenses of specified educational programs within the territory,6672,4312,4.9,5,,renewal,levy
3157,5,2010,Heath City School District,44420,3904368,LICKING,to avoid an operating deficit,1848,685,9.9,5,,renewal,levy
3158,5,2010,Lakewood Local School District,44438,3904368,LICKING,to provide for the emergency requirements of the school district,2170,2380,9.9,10,,additional,levy
3159,5,2010,Southwest Licking Local School District,44495,3904368,LICKING,,2338,3747, Fix,10,,renewal,levy
3160,5,2010,Avon Local School District,44495,3904368,LORAIN,to provide for the emergency requirements of the school district,1878,2414,5.9,10,,additional,levy
3161,5,2010,Elyria City School District,44503,3904368,LORAIN,to provide for the emergency requirements of the school district,4183,3879,4.99,5,,additional,levy
3162,5,2010,Firelands Local School District,44537,3904368,LORAIN,to provide for the emergency requirements of the school district,1552,714,2.74,10,,renewal,levy
3163,5,2010,Lorain City School District,44602,3901572,LORAIN,to provide for the emergency requirements of the school district,2409,3649,8.97,5,,additional,levy
3164,5,2010,Midview Local School District,44610,3901572,LORAIN,to provide for the emergency requirements of the school district,1999,2590,7.51,10,,additional,levy
3165,5,2010,North Ridgeville City School District,44628,3901572,LORAIN,to provide for the emergency requirements of the school district,4198,2836,2.7,10,,additional,levy
3166,5,2010,Springfield Local School District,44644,3901572,LUCAS,for current expenses,2219,2845,3.9,5,,additional,levy
3167,5,2010,Jefferson Local School District,44735,3901572,MADISON,to provide for the emergency requirements of the school district,934,711,8.91,5,,renewal,levy
3168,5,2010,Campbell City School District,44818,3901572,MAHONING,to provide for the emergency requirements of the school district,1220,353,12,5,,renewal,levy
3169,5,2010,South Range Local School District,44941,3901572,MAHONING,to avoid an operating deficit,1012,715,3.1,10,,renewal,levy
3170,5,2010,River Valley Local School District,44966,3901572,3ION,,1790,906, Fix,,,replacement,levy
3171,5,2010,Buckeye Local School District,45062,3904504,MEDINA,to provide for the emergency requirements of the school district,1451,2135,6.5,5,,additional,levy
3172,5,2010,Cloverleaf Local School District,45096,3904504,MEDINA,for general permanent improvements,1929,2006,2,5,,renewal,levy
3173,5,2010,Highland Local School District,45104,3904504,MEDINA,to provide for the emergency requirements of the school district,2729,2854,5.9,5,,additional,levy
3174,5,2010,Troy City School District,45187,3904504,MIAMI,for current expenses,2690,1815,5.9,5,,renewal,levy
3175,5,2010,Brookville Local School District,45195,3904504,MONTGOMERY,for current operating expenses,1517,769,8.5,5,,renewal,levy
3176,5,2010,Brookville Local School District,45195,3904504,MONTGOMERY,for current operating expenses,1487,809,8.5,5,,renewal,levy
3177,5,2010,Kettering City School District,45211,3904504,MONTGOMERY,for current expenses,6622,7229,6.9,5,,additional,levy
3178,5,2010,Miamisburg City School District,45252,3904504,MONTGOMERY,to provide for the emergency requirements of the school district,6723,4779,7.33,3,,additional,levy
3179,5,2010,Northmont City School District,45260,3904504,MONTGOMERY,for current expenses,5011,3618,9,5,,replacement,levy
3180,5,2010,Trotwood-Madison City School District,45278,3904504,MONTGOMERY,for current expenses,1370,1750,7.5,100,,additional,levy
3181,5,2010,West Carrollton City School District,45328,3904504,MONTGOMERY,for current expenses,2009,2592,3.25,3,,additional,levy
3182,5,2010,West Carrollton City School District,45336,3904504,MONTGOMERY,for current expenses,2622,2031,6.5,100,,renewal,levy
3183,5,2010,Logan Elm Local School District,#N/A,#N/A,PICKAWAY,to provide for the necessary requirements of the school district,1202,1752,2.9,100,,substitute,levy
3184,5,2010,Aurora City School District,45492,3904504,PORTAGE,for current expenses,1791,986,5.61,5,,renewal,levy
3185,5,2010,Rootstown Local School District,45492,3904504,PORTAGE,to provide for the emergency requirements of the school district,627,1214,6.92,10,,additional,levy
3186,5,2010,Southeast Local School District,45500,3904504,PORTAGE,to provide for the emergency requirements of the school district,1042,1023,8.32,4,,renewal,levy
3187,5,2010,Streetsboro City School District,45518,3904504,PORTAGE,for current operating expenses,1508,1717,3.5,5,,replacement,levy
3188,5,2010,Lucas Local School District,45617,3904436,RICHLAND,to avoid an operating deficit,497,316,13,5,,renewal,levy
3189,5,2010,Bellevue City School District,45773,3904436,SANDUSKY,for permanent improvements,1444,606,2,5,,renewal,levy
3190,5,2010,Woodmore Local School District,45773,3904436,SANDUSKY,to provide for the emergency requirements of the school district,799,848,2.99,5,,additional,levy
3191,5,2010,Jackson Center Local School District,45823,3904436,SHELBY,for permanent improvements,274,216,1,5,,replacement,levy
3192,5,2010,Marlington Local School District,45872,3904436,STARK,for current expenses,2048,2142,8.5,5,,replacement,levy
3193,5,2010,Tuslaw Local School District,91397,3904517,STARK,to provide for the emergency requirements of the school district,1130,1074,6.7,5,,additional,levy
3194,5,2010,Coventry Local School District,45971,3904597,SUMMIT,to provide for the emergency requirements of the school district,1907,1463,6.25,5,,additional,levy
3195,5,2010,Hudson City School District,46177,3904414,SUMMIT,for current expenses,2826,3611,5.9,100,,additional,levy
3196,5,2010,Manchester Local School District,46219,3904414,SUMMIT,to provide for the emergency requirements of the school district,1437,706,1.47,5,,renewal,levy
3197,5,2010,Manchester Local School District,46235,3904414,SUMMIT,for current expenses,1444,687,8.5,5,,renewal,levy
3198,5,2010,Revere Local School District,46243,3904414,SUMMIT,to provide for the emergency requirements of the school district,2031,3312,6.86,10,,additional,levy
3199,5,2010,Woodridge Local School District,46284,3904414,SUMMIT,for current expenses,2126,900,2.03,10,,renewal,levy
3200,5,2010,Lakeview Local School District,46458,3904414,TRUMBULL,to provide for the emergency requirements of the school district,1786,1784,3.75,5,,additional,levy
3201,5,2010,Liberty Local School District,46672,3904414,TRUMBULL,to provide for the emergency requirements of the school district,1680,1556,7.4,5,,renewal,levy
3202,5,2010,Lordstown Local School District,46813,3904414,TRUMBULL,for general permanent improvements,270,610,2,5,,additional,levy
3203,5,2010,Maplewood Local School District,46813,3904414,TRUMBULL,to provide for the emergency requirements of the school district,589,497,5.4,5,,renewal,levy
3204,5,2010,Mathews Local School District,46904,3904414,TRUMBULL,for current expenses,855,824,7.8,5,,replacement,levy
3205,5,2010,Newton Falls Exempted Village School District,46979,3904414,TRUMBULL,to provide for the emergency requirements of the school district,723,760,4.6,5,,renewal,levy
3206,5,2010,Weathersfield Local School District,47092,3904414,TRUMBULL,to provide for the emergency requirements of the school district,615,439,3.9,10,,renewal,levy
3207,5,2010,Garaway Local School District,47209,3904414,TUSCARAWAS,for general permanent improvements,679,336,1,100,,renewal,levy
3208,5,2010,Tuscarawas Valley Local School District,47340,3904351,TUSCARAWAS,to provide for the emergency requirements of the school district,1171,895,2.2,10,,renewal,levy
3209,5,2010,North Union Local School District,47373,3904351,UNION,to provide for the emergency requirements of the school district,852,511,5,10,,renewal,levy
3210,5,2010,Franklin City School District,47431,3904743,WARREN,to avoid an operating deficit,1593,1023,8.9,5,,renewal,levy
3211,5,2010,Kings Local School District,47522,3904743,WARREN,for current expenses,3334,2498,6.9,100,,additional,levy
3212,5,2010,Little Miami Local School District,47522,3904743,WARREN,to avoid an operating deficit,4343,5755,6.48,5,,additional,levy
3213,5,2010,Belpre City School District,47696,3904743,WASHINGTON,for general permanent improvements,746,1094,3.6,100,,additional,levy
3214,5,2010,North Central Local School District,47712,3904743,WAYNE,to re11ate & repair school buildings; improve their sites; purchase new equipment & replace obsolete equipment,644,475,2,5,,renewal,levy
3215,5,2010,Orrville City School District,47803,3904743,WAYNE,to provide for the emergency requirements of the school district,1179,1068,5.4,5,,additional,levy
3216,5,2010,Southeast Local School District,47845,3904743,WAYNE,to provide for the emergency requirements of the school district,959,1270,7,5,,additional,levy
3217,5,2010,Wooster City School District,47878,3904743,WAYNE,for current expenses,3242,3537,6.5,100,,additional,levy
3218,5,2010,Bowling Green City School District,47985,3904743,WOOD,for current expenses,3762,1667,4.2,5,,renewal,levy
3219,5,2010,Eastwood Local School District,47993,3904743,WOOD,to provide for the emergency requirements of the school district,1225,897,4.3,5,,renewal,levy
3220,5,2010,North Baltimore Local School District,48009,3904743,WOOD,for current expenses,401,401,8.9,100,,replacement,levy
3221,8,2010,Northwestern Local School District,48025,3904743,CLARK,to provide for the necessary requirements of the school district. If approved any remaining  on any of the two existing levies will not be collected after 2010.,1500,1103,7.843,6,,substitute,levy
3222,8,2010,North Olmsted City School District,48074,3904743,CUYAHOGA,for current expenses,4243,4944,7.9,100,,additional,levy
3223,8,2010,Margaretta Local School District,48124,3904743,ERIE,to provide for the emergency requirements of the school district,1270,1217,6.9,5,,additional,levy
3224,8,2010,Patrick Henry Local School District,48140,3904743,HENRY,to provide for the emergency requirements of the school district,387,786,4.9,5,,additional,levy
3225,8,2010,East Knox Local School District,48272,3904743,KNOX,to provide for the emergency requirements of the school district,395,1448,4.97,5,,additional,levy
3226,8,2010,Lakewood Local School District,48306,3904743,LICKING,to provide of the emergency requirements of the school district,1687,1763,9.9,10,,additional,levy
3227,8,2010,Avon Local School District,48306,3904743,LORAIN,to provide for the emergency requirements of the school district,2125,3081,5.9,10,,additional,levy
3228,8,2010,Buckeye Local School District,48322,3904743,MEDINA,to provide for the emergency requirements of the school district,1439,1722,6.8,5,,additional,levy
3229,8,2010,Highland Local School District,48322,3904743,MEDINA,to provide for the emergency requirements of the school district,2456,2768,5.9,5,,additional,levy
3230,8,2010,Logan Elm Local School District,48348,3904743,PICKAWAY,to provide for the emergency requirements of the school district,1356,998,2.9,5,,renewal,levy
3231,8,2010,Rootstown Local School District,48462,3904743,PORTAGE,to provide for the emergency requirements of the school district,556,1117,5.96,5,,additional,levy
3232,8,2010,Woodmore Local School District,48488,3904743,SANDUSKY,to provide for the emergency requirements of the school district,723,761,2.99,5,,additional,levy
3233,8,2010,Sidney City School District,#N/A,#N/A,SHELBY,to avoid an operating deficit,2689,3829,4.37,5,,renewal,levy
3234,8,2010,Copley-Fairlawn City School District,48652,3904743,SUMMIT,for current expenses,2161,1736,6.9,100,,additional,levy
3235,8,2010,Southeast Local School District,48678,3904743,WAYNE,to provide for the emergency requirements of the school district,849,1193,7,5,,additional,levy
3236,8,2010,Wooster City School District,48678,3904743,WAYNE,for current expenses,3449,3368,6.5,100,,additional,levy
3237,11,2010,Adams County Ohio Valley Local School District,48686,3904743,ADAMS,to avoid an operating deficit,1833,5446,9.4,5,,additional,levy
3238,11,2010,Ashland City School District,48744,3904743,ASHLAND,for permanent improvements,5101,3156,1.25,5,,renewal,levy
3239,11,2010,Hillsdale Local School District,48793,3904743,ASHLAND,for general permanent improvements,1495,907,1.4,5,,renewal,levy
3240,11,2010,Mapleton Local School District,48835,3904743,ASHLAND,for current expenses,1272,1094,4,5,,renewal,levy
3241,11,2010,Mapleton Local School District,48884,3904743,ASHLAND,for permanent improvements,1236,1124,4,5,,renewal,levy
3242,11,2010,Ashtabula Area City School District,49692,3904548,ASHTABULA,for general permanent improvements,4462,3432,2.5,5,,renewal,levy
3243,11,2010,Ashtabula Area City School District,49775,3904548,ASHTABULA,for current expenses,3189,4705,4.9,100,,additional,levy
3244,11,2010,Buckeye Local School District,49833,3904517,ASHTABULA,for general permanent improvements,2525,1298,1.9,5,,renewal,levy
3245,11,2010,Grand Valley Local School District,49841,3904517,ASHTABULA,to provide for the emergency requirements of the school district,1107,1645,4.9,5,,additional,levy
3246,11,2010,Pymatuning Valley Local School District,49874,3904517,ASHTABULA,to provide for the emergency requirements of the school district,1602,1305,5,5,,renewal,levy
3247,11,2010,Bellaire Local School District,#N/A,#N/A,BELMONT,to provide for the emergency requirements of the school district,1002,2285,12.9,5,,additional,levy
3248,11,2010,Edgewood City School District,49999,3904517,BUTLER,to provide for the necessary requirements of the school district,3966,2851,6.16,5,,substitute,levy
3249,11,2010,Lakota Local School District,50039,3904517,BUTLER,to avoid an operating deficit,19208,21896,7.9,10,,additional,levy
3250,11,2010,Urbana City School District,50120,3904517,CHAMPAIGN,for current operating expenses,2593,2117,14.8,5,,renewal,levy
3251,11,2010,Greenon Local School District,50138,3904517,CLARK,to provide for the emergency requirements of the school district,3118,2613,7.009,5,,additional,levy
3252,11,2010,East Palestine City School District,50187,3904517,COLUMBIANA,to provide for the emergency requirements of the school district,777,1661,6.8,5,,additional,levy
3253,11,2010,Leetonia Exempted Village School District,45476,3904504,COLUMBIANA,to avoid an operating deficit,1002,692,5.4,5,,renewal,levy
3254,11,2010,River View Local School District,50229,3904517,COSHOCTON,for current expenses,3299,2346,4.8,5,,renewal,levy
3255,11,2010,Bucyrus City School District,50419,3904517,CRAWFORD,to provide for the necessary requirements of the school district,1260,1744,10.2,100,,substitute,levy
3256,11,2010,Galion City School District,50633,3904517,CRAWFORD,for current expenses,2292,1900,7.73,5,,renewal,levy
3257,11,2010,Bay Village City School District,50682,3904517,CUYAHOGA,for current expenses,4277,3669,6.9,100,,additional,levy
3258,11,2010,Bedford City School District,50682,3904517,CUYAHOGA,for general permanent improvements,6195,4352,1,100,,renewal,levy
3259,11,2010,Parma City School District,50708,3904517,CUYAHOGA,to provide for the emergency requirements of the school district,11498,14873,5.5,10,,additional,levy
3260,11,2010,Brecksville-Broadview Heights City School District,43646,3904349,CUYAHOGA,for current expenses,5658,6567,5.8,5,,additional,levy
3261,11,2010,Brooklyn City School District,43646,3904349,CUYAHOGA,for current expenses,2070,1659,6,5,,renewal,levy
3262,11,2010,Garfield Heights City School District,46508,3904414,CUYAHOGA,to provide for the emergency requirements of the school district,2662,5446,8.9,5,,additional,levy
3263,11,2010,Independence Local School District,48488,3904743,CUYAHOGA,to provide for the emergency requirements of the school district,1534,2048,8.8,3,,renewal,levy
3264,11,2010,North Olmsted City School District,46094,3904414,CUYAHOGA,for current expenses,6900,6844,7.9,100,,additional,levy
3265,11,2010,Orange City School District,45377,3904504,CUYAHOGA,to operate & maintain recreational facilities,4333,2062,0.95,5,,renewal,levy
3266,11,2010,Parma City School District,50203,3904517,CUYAHOGA,to provide for the emergency requirements of the school district,18452,21240,5.5,10,,additional,levy
3267,11,2010,Richmond Heights Local School District,50203,3904517,CUYAHOGA,to construct add to improve & equip school buildings & landscape improve equip & provide school sites,1934,1609,2,5,,renewal,levy
3268,11,2010,Ayersville Local School District,48272,3904743,DEFIANCE,for current expenses,878,745,1.6,5,,renewal,levy
3269,11,2010,Big Walnut Local School District,45542,3904436,DELAWARE,to provide for the emergency requirements of the school district,4794,4649,7.5,5,,additional,levy
3270,11,2010,Berlin-Milan Local School District,44818,3901572,ERIE,to provide for the emergency requirements of the school district,1400,2341,3.5,5,,additional,levy
3271,11,2010,EHOVE Joint Vocational School District,44727,3901572,ERIE,for current expenses,23188,17995,1.5,100,,replacement,levy
3272,11,2010,Huron City School District,44727,3901572,ERIE,to remodel re11ate rehabilitate add to construct improve furnish & equip buildings for school purposes & acquire & improve their sites,2543,1977,3,100,,renewal,levy
3273,11,2010,Margaretta Local School District  CONVERSION LEVY,49296,3904548,ERIE,for general construction reconstruction resurfacing & repair of streets roads & bridges,931,2321,0.5,5,,renewal,levy
3274,11,2010,Perkins Local School District,43653,3904365,ERIE,to provide for the emergency requirements of the school district,2627,3622,4.98,5,,additional,levy
3275,11,2010,Pickerington Local School District,44008,3904365,FAIRFIELD,for current expenses,8984,9092,8,100,,replacement,levy
3276,11,2010,Bexley City School District,44024,3904365,FRANKLIN,for current expenses,3704,2463,6.5,100,,additional,levy
3277,11,2010,Gahanna Jefferson City School District,44099,3904365,FRANKLIN,for current expenses,10212,10308,6.8,100,,additional,levy
3278,11,2010,Grandview Heights City School District,44214,3904368,FRANKLIN,with 3.9 mils for current operating expenses & 2 mills for general on-going permanent improvements,2352,1267,5.9,100,,additional,levy
3279,11,2010,Evergreen Local School District,44610,3901572,FULTON,for provide for permanent improvements,1629,1198,1.8,100,,renewal,levy
3280,11,2010,Wauseon Exempted Village School District,44784,3901572,FULTON,to provide for the emergency requirements of the school district,1583,1872,4.38,10,,additional,levy
3281,11,2010,Cardinal Local School District,46177,3904414,GE8A,for current expenses,1547,1598,6.2,100,,replacement,levy
3282,11,2010,Chardon Local School District,46219,3904414,GE8A,to avoid an operating deficit,3415,5667,4.29,5,,additional,levy
3283,11,2010,Newbury Local School District,46243,3904414,GE8A,for permanent improvements,1336,1116,1,5,,renewal,levy
3284,11,2010,Beavercreek City School District,46284,3904414,GREENE,to provide for the emergency requirements of the school district,13610,8751,11,5,,renewal of 2 existing levies,levy
3285,11,2010,Cedar Cliff Local School District,46813,3904414,GREENE,to provide for the emergency requirements of the school district,1034,708,3.2,5,,renewal,levy
3286,11,2010,Xenia City School District,47092,3904414,GREENE,to avoid an operating deficit,7426,5625,11.4,5,,renewal,levy
3287,11,2010,East Guernsey Local School District,48488,3904743,GUERNSEY,to provide for the emergency requirements of the school district,856,1650,6.25,5,,additional,levy
3288,11,2010,Lockland Local School District,48488,3904743,HAMILTON,for current operating expenses,360,772,14.95,100,,additional,levy
3289,11,2010,Mt. Healthy City School District,48751,3904743,HAMILTON,for current operating expenses,3458,5019,7.65,100,,additional,levy
3290,11,2010,North College Hill City School District,49197,3904743,HAMILTON,to provide for the emergency requirements of the school district,1327,2072,4.96,5,,additional,levy
3291,11,2010,Conotton Valley Union Local School District,69682,3904517,HARRISON,to avoid an operating deficit,518,780,8.87,5,,additional,levy
3292,11,2010,Patrick Henry Local School District,50336,3904517,HENRY,to provide for the emergency requirements of the school district,608,1627,4.9,5,,additional,levy
3293,11,2010,East Holmes Local School District,43570,3904349,HOLMES,to provide for the emergency requirements of the school district,1097,1650,5.33,5,,additional,levy
3294,11,2010,Indian Creek Local School District,43653,3904365,JEFFERSON,for current operating expenses,4121,3655,7.9,5,,renewal,levy
3295,11,2010,Jefferson County Joint Vocational School District,43661,3904365,JEFFERSON,for current expenses; for purchasing or enlarging a site & for the erection & equipment of buildings; & for the enlarging improving or rebuilding of buildings & sites,11362,14238,1,10,,additional,levy
3296,11,2010,East Knox Local School District,43679,3904365,KNOX,to provide for the emergency requirements of the school district,1232,2480,4.97,5,,additional,levy
3297,11,2010,Mount Vernon City School District,43737,3904365,KNOX,to provide for the emergency requirements of the school district,3521,6331,4.6,5,,additional,levy
3298,11,2010,Painesville City School District,43802,3904365,LAKE,for current expenses,1726,1755,6,100,,replacement,levy
3299,11,2010,Riverside Local School District,43802,3904365,LAKE,to provide for the emergency requirements of the school district,6014,8173,4.84,5,,additional,levy
3300,11,2010,Willoughby-Eastlake City School District,43828,3904365,LAKE,for general permanent improvements,12668,9010,1.3,100,,replacement,levy
3301,11,2010,Lawrence County Joint Vocational School District,43851,3904365,LAWRENCE,to improve re11ate & add to school facilities and provide equipment furnishings & site improvements therefor,7161,10366,0.5,5,,additional,levy
3302,11,2010,Granville Exempted Village School District,43943,3904365,LICKING,for current expenses,2790,2584,5.8,100,,additional,levy
3303,11,2010,Lakewood Local School District,44008,3904365,LICKING,to provide for the emergency requirements of the school district,3060,3026,9.9,10,,additional,levy
3304,11,2010,North Fork Local School District,44024,3904365,LICKING,to provide for the emergency requirements of the school district,1318,2839,6.8,3,,additional,levy
3305,11,2010,Southwest Licking Local School District,44057,3904365,LICKING,to provide for the emergency requirements of the school district,5310,4873,8,5,,renewal & increase,levy
3306,11,2010,Bellefontaine City School District,44115,3904368,LOGAN,,2410,1770,0.75,,,renewal,levy
3307,11,2010,Avon Local School District,44131,3904368,LORAIN,to provide for the emergency requirements of the school district,4578,4353,5.9,10,,additional,levy
3308,11,2010,Clearview Local School District,44180,3904368,LORAIN,to improve & equip school buildings acquire textbooks & buses & acquire repair & replace educational technology,822,771,1,5,,additional,levy
3309,11,2010,Clearview Local School District,44198,3904368,LORAIN,to provide for the emergency requirements of the school district,951,647,3.92,5,,renewal,levy
3310,11,2010,Columbia Local School District,44214,3904368,LORAIN,for general permanent improvements,1520,1436,2,5,,additional,levy
3311,11,2010,Firelands Local School District,44297,3904368,LORAIN,to provide for the emergency requirements of the school district,2327,2391,4.01,5,,additional,levy
3312,11,2010,Lorain City School District,48850,3904743,LORAIN,to provide for the emergency requirements of the school district,6347,7825,9.12,10,,additional,levy
3313,11,2010,Midview Local School District,44388,3904368,LORAIN,to provide for the emergency requirements of the school district,3288,4530,7.51,10,,additional,levy
3314,11,2010,Wellington Exempted Village School District,44404,3904368,LORAIN,for current operating expenses & to acquire construct enlarge re11ate & finance general on-going permanent improvements,1621,1735,5,100,,additional,levy
3315,11,2010,Oregon City School District,44420,3904368,LUCAS,to provide for the emergency requirements of the school district,3976,5692,5.9,5,,additional,levy
3316,11,2010,Ottawa Hills Local School District,44438,3904368,LUCAS,for current expenses,1563,854,7.6,100,,additional,levy
3317,11,2010,Springfield Local School District,44453,3904368,LUCAS,for current expenses,5632,5577,3.9,100,,additional,levy
3318,11,2010,Sylvania City School District,44487,3904368,LUCAS,for current expenses,10310,11938,4.9,100,,additional,levy
3319,11,2010,Toledo City School District,44537,3904368,LUCAS,for current expenses,26285,36124,7.8,100,,additional,levy
3320,11,2010,Madison-Plains Local School District,44545,3904368,MADISON,for current expenses,1746,1410,8,3,,renewal,levy
3321,11,2010,Austintown Local School District,44552,3904368,MAHONING,for current expenses,8195,5179,4.9,5,,renewal,levy
