obs_id,month,year,district,IRN,leaid,county,purpose,for,against,mills_pct,years,amount,new,type
943,11,2014,Bristol Local,50112,3905011,Trumbull,Emergency Requirements,864,663,3.7,3,330000,Renewal,levy
944,11,2014,Bristol Local,50112,3905011,Trumbull,Emergency Requirements,812,709,4.45,5,400000,Renewal,levy
945,11,2014,Mathews Local,50153,3905015,Trumbull,Current Expenses,1477,1099,7.8,5,,Renewal,levy
946,11,2014,Howland Local,50161,3905016,Trumbull,Emergency Requirements,4399,3126,4.1,10,2500000,Renewal,levy
947,11,2014,Lakeview Local,50187,3905018,Trumbull,Buildings & General Permanent Improvements (Combo),2452,2558,0.5,C,23815000,New,levy
948,11,2014,Lordstown Local,50203,3905020,Trumbull,Current Expenses,533,737,5.5,5,,New,levy
949,11,2014,McDonald Local,50229,3905022,Trumbull,General Permanent Improvements,715,561,4.3,5,,New,levy
950,11,2014,Southington Local,50237,3905023,Trumbull,Emergency Requirements,717,534,3.9,4,250000,Renewal,levy
951,11,2014,Frontier Local,50492,3905049,Washington,Emergency Requirements,545,1162,5.81,5,400000,New,levy
952,11,2014,Edon-Northwest Local,50625,3905062,Williams,General Permanent Improvements,826,362,3,5,,Renewal,levy
953,11,2014,Arcanum Butler Local,46631,3904663,Darke,Income Tax (current expense),1107,850,0.75,5,,Renewal,income tax
954,11,2014,Brecksville-Broadview Hts. ,43646,3904364,Cuyahoga,Current Operating Expense & General Permanent Improvements,6108,3659,6.8,C,,Renewal,levy
955,11,2014,Bridgeport Ex Village,45237,3904523,Belmont,Operating Expenses,1031,630,6,5,,Renewal,levy
956,11,2014,Cincinnati Public,43752,3904375,Hamilton,Emergency Requirements,57166,23938,10.26,5,65178000,Renewal,levy
957,11,2014,Cleveland Municipal,43786,3904378,Cuyahoga,Facilities & General Permanent Improvements (Combo),45186,26524,0.5,C,200000000,New,levy
958,11,2014,Clyde-Green Springs Ex Village,45302,3910020,Sandusky,Emergency Requirements,1935,1648,5.2,10,1265000,Renewal,levy
959,11,2014,Conotton Valley-Union Local,47548,3904754,Harrison,Permanent Improvements,610,381,2,5,,Renewal,levy
960,11,2014,Conotton Valley-Union Local,47548,3904754,Harrison,Operating Deficit,525,458,7.35,5,545000,Renewal,levy
961,11,2014,Edison Local,47795,3904779,Jefferson,Emergency Requirements,2446,2489,2,5,1049150,Renewal,levy
962,11,2014,Franklin-Monroe Local,46649,3904664,Darke,Permanent Improvements,670,369,1,5,,Renewal,levy
963,11,2014,Gibsonburg Ex Village,45385,3904538,Sandusky,Permanent Improvements,842,624,1,5,,Renewal,levy
964,11,2014,Lake Local,50690,3905069,Wood,Current Expenses,2029,1275,6.75,C,,Renewal,levy
965,11,2014,Loudonville-Perrysville EV,45468,3904546,Ashland,General permanent improvements,1339,1310,1.5,5,,New,levy
966,11,2014,Madison Local,47886,3904788,Lake,Emergency Requirements,2606,2483,1.96,5,697270,Renewal,levy
967,11,2014,Mechanicsburg EV,45484,3904548,Champaign,Emergency Requirements,794,623,1.96,10,189000,Renewal,levy
968,11,2014,Northeastern Local,46722,3904672,Defiance,General Permanent Improvements,1536,736,0.5,5,,Renewal,levy
969,11,2014,Northwest Local,49908,3904990,Stark,Income Tax (current operating expenses),2580,2227,1,5,,Renewal,income tax
970,11,2014,Ripley Union Lewis Hunt Local ,46078,3904607,Brown,Permanent Improvements,1018,990,2.6,5,,New,levy
971,11,2014,South Range,48363,3904836,Mahoning,Emergency Requirements,1080,1680,3.9,10,707560,New,levy
972,11,2014,Southeast Local,50583,3905058,Wayne,Emergency Requirements,1298,1049,6.8,10,1800000,Renewal,levy
973,11,2014,Southeastern Local,46276,3904627,Clark,Maintain Facilities & Sites,894,523,3,5,,Renewal,levy
974,11,2014,Southern Local,46441,3904644,Columbiana,Current Expenses,924,724,7.84,5,,Renewal,levy
975,11,2014,Southern Local,49064,3904906,Perry,Permanent Improvements,509,670,4.5,5,,New,levy
976,11,2014,Springfield Local,48223,3904822,Lucas,General On-going Permanent Improvements,5511,4472,1.35,5,,Renewal,levy
977,11,2014,Springfield Local,48223,3904822,Lucas,Current Expenses,3968,5986,7.9,C,,New,levy
978,11,2014,Springfield Local,48371,3904837,Mahoning,Income Tax (current expenses),1633,1483,1,5,,Renewal,income tax
979,11,2014,Springfield Local,50062,3905006,Summit,Emergency Requirements,2333,2186,2.58,5,930000,Renewal,levy
980,11,2014,Springfield Local,50062,3905006,Summit,Emergency Requirements,2323,2218,4.43,5,1600000,Renewal,levy
981,11,2014,Springfield Local,50062,3905006,Summit,Current Expenses,2465,2081,7,5,,Renewal,levy
982,2,2015,Franklin City,44008,3904400,Warren,Operating Levy,1118,482,8.88,5,4068895,Renewal,levy
983,2,2015,Fairfield Local,47621,3904762,Highland,Bond (building & maintain facilities),370,328,,28,4500000,New,bond
984,2,2015,Madison Local,46128,3904612,Butler,Operating Levy,510,158160,7.07,10,1100000,Renewal,levy
985,5,2015,Bowling Green City,43638,3904363,Wood,Operating Deficit,2136,948,1.65,5,1000000,Renewal,levy
986,5,2015,Bowling Green City,43638,3904363,Wood,Current Expenses,2123,963,4.2,5,,Renewal,levy
987,5,2015,Brooklyn City,43653,3904365,Cuyahoga,Current Expenses,649,512,6,7,,Renewal,levy
988,5,2015,Celina City,43729,3910030,Mercer,Operating Deficit,928,360,11.4,5,4903013,Renewal,levy
989,5,2015,Garfield Heights City,44040,3904404,Cuyahoga,Emergency Requirements,874,771,17.4,10,5350000,Renewal,levy
990,5,2015,Winton Woods City,44081,3904408,Hamilton,Bond (Build & improve school buildings) ,1021,2519,,37,76663462,New,bond
991,5,2015,Heath City,44115,3904411,Licking,Operating Deficit,905,366,9.8,10,2600000,Renewal,levy
992,5,2015,Kettering City,44180,3904418,Montgomery,Current Expenses,2432,1140,4.9,C,,Renewal,levy
993,5,2015,Lockland Local,44230,3904423,Hamilton,Current Expenses,269,279,11.2,C,,New,levy
994,5,2015,Mount Vernon City,44420,3910012,Knox,Emergency Requirements,2015,908,4.86,5,,Renewal,levy
995,5,2015,Orrville City,44610,3904461,Wayne,Emergency Requirements,568,243,5,10,1115700,Renewal,levy
996,5,2015,Sheffield-Sheffield Lake City,44768,3904476,Lorain,Emergency Requirements,1370,1087,6.53,5,,New,levy
997,5,2015,Springfield City,44818,3904481,Clark,Current Expenses,1456,788,7,5,,Renewal,levy
998,5,2015,Stow-Munroe Falls City,44834,3904483,Summit,Emergency Requirements,2765,1105,5.14,5,4631284,Renewal,levy
999,5,2015,Troy City,44925,3904492,Miami,Current Expenses,2165,963,5.9,5,,Renewal,levy
1000,5,2015,Westlake City,45062,3904506,Cuyahoga,General Permanent Improvement,2463,2548,1,C,,New,levy
1001,5,2015,Xenia Community,45153,3904515,Greene,Operating Deficit,1924,1341,11.75,7,7760000,Renewal,levy
1002,5,2015,Xenia Community,45153,3904515,Greene,Income Tax (current expenses),1914,1360,0.5,7,,Renewal,income tax
1003,5,2015,Crestline Exempted Village,45344,3910008,Crawford,Income Tax (current expenses),198,298,0.75,10,,New,income tax
1004,5,2015,Hubbard Exempted Village,45427,3904542,Trumbull,Emergency Requirements,978,302,4.9,5,1047214,Renewal,levy
1005,5,2015,Rittman Exempted Village,45591,3910028,Wayne,Operating Deficit,319,83,9.6,10,950000,Renewal,levy
1006,5,2015,Rossford Exempted Village,45609,3904560,Wood,Current Expenses,1643,1149,5.9,5,,New,levy
1007,5,2015,Tipp City Exempted Village,45617,3904561,Miami,Emergency Requirements,1470,1408,4.95,5,1846779,New,levy
1008,5,2015,Elida Local,45773,3904577,Allen,Emergency Requirements,1867,888,7.333,5,2704741,Renewal,levy
1009,5,2015,Hillsdale Local,45823,3904582,Ashland,Current Expenses,1140,813,20.1,5,,Renewal,levy
1010,5,2015,Grand Valley Local,45864,3904586,Ashtabula,School Purposes,513,336,1.55,5,,Renewal,levy
1011,5,2015,New Bremen Local,45955,3904595,8laize,Permanent Improvements,310,93,1,5,,Renewal,levy
1012,5,2015,Shadyside Local,46003,3904600,Belmont,Permanent Improvements,453,260,4.5,4,,Renewal,levy
1013,5,2015,Shadyside Local,46003,3904600,Belmont,Current Expenses,447,264,5,5,,Renewal,levy
1014,5,2015,Edgewood City,46094,3904609,Butler,Necessary Requirements(Substitute),611,454,5.4,5,2686837,New,levy
1015,5,2015,Brown Local,46177,3904617,Carroll,Operating Deficit,458,462,5.8,10,,Renewal,levy
1016,5,2015,Wynford Local,46524,3904652,Crawford,Operating Deficit,563,205,2.3,3,350000,Renewal,levy
1017,5,2015,Wynford Local,46524,3904652,Crawford,Current Operating Expenses,562,201,6.9,3,,Renewal,levy
1018,5,2015,Ansonia Local,46623,3904662,Darke,Permanent Improvements,90,37,1,5,,Renewal,levy
1019,5,2015,Ayersville Local,46706,3904670,Defiance,Combo (Facilities & Permanent Improvements),730,684,35,C,13661200,New,combo
1020,5,2015,Big Walnut Local,46748,3904674,Delaware,Substitute (necessary requirements),2812,1265,6.9,5,,New,levy
1021,5,2015,Walnut Township Local,46904,3904690,Fairfield,Emergency Requirements,489,589,7,5,1000000,New,levy
1022,5,2015,Miami Trace Local,46920,3910010,Fayette,Combo (Local share & maintain facilities),1402,1308,0.5,23,31004877,New,combo
1023,5,2015,Kenston Local,47191,3904719,Ge8a,Combo (facilities & current operating expenses),1891,1368,4,C,10000000,New,combo
1024,5,2015,West Ge8a Local,47225,3904722,Ge8a,Emergency Requirements,1042,488,3.7,5,2350000,Renewal,levy
1025,5,2015,Beavercreek City,47241,3904724,Greene,Emergency Requirements,2487,2136,10.9,5,18517600,Renewal,levy
1026,5,2015,Bellbrook-Sugarcreek Local,47274,3904727,Greene,Replacement (current operating expenses),1463,963,5.5,C,,New,levy
1027,5,2015,Arcadia Local,47415,3910002,Hancock,Operating Deficit,231,122,3,3,305000,Renewal,levy
1028,5,2015,McComb Local,47456,3904745,Hancock,General Permanent Improvements,240,159,3.36,5,,Renewal,levy
1029,5,2015,Ridgemont Local,47506,3904750,Hardin,Income Tax (current operating expenses),260,225,0.75,5,,Renewal,income tax
1030,5,2015,Patrick Henry Local,47597,3904759,Henry,Emergency Requirements,453,443,3.83,3,746765,Renewal,levy
1031,5,2015,Monroeville Local,47712,3904771,Huron,Emergency Requirements,732,481,4.95,10,443000,New,levy
1032,5,2015,North Fork Local,48025,3904802,Licking,Income Tax (current operating expenses),646,624,,3,,Renewal,income tax
1033,5,2015,Southwest Licking Local,48041,3904804,Licking,Emergency Requirements,4205,1464,7.8,5,4525000,Renewal,levy
1034,5,2015,Avon Local,48116,3904811,Lorain,Emergency Requirements,1300,965,2.9,10,2190055,New,levy
1035,5,2015,Clearview Local,48132,3904813,Lorain,Improve Buildings & Technology,150,146,1,C,,Renewal,levy
1036,5,2015,Columbia Local,48140,3904814,Lorain,General Permanent Improvements,567,539,2,5,,Renewal,levy
1037,5,2015,Columbia Local,48140,3904814,Lorain,Emergency Requirements,550,554,3.13,5,625000,Renewal,levy
1038,5,2015,Firelands Local,48157,3904815,Lorain,Emergency Requirements,429,275,5.08,5,1500000,Renewal,levy
1039,5,2015,Keystone Local,48165,3904816,Lorain,Current Expenses,1620,1377,7.95,C,,New,levy
1040,5,2015,River Valley Local,48447,3904844,3ion,Permanent Improvements,733,910,1.5,5,,New,levy
1041,5,2015,Cloverleaf Local,48488,3904848,Medina,General Permanent Improvements,1722,1119,2,5,,Renewal,levy
1042,5,2015,Parkway Local,48579,3904857,Mercer,Income Tax (current expenses),268,75,1,5,,Renewal,income tax
1043,5,2015,Bethel Local,48611,3904861,Miami,Income Tax (current operating expenses),799,540,0.75,5,,Renewal,income tax
1044,5,2015,Brookville Local,48678,3904867,Montgomery,Current Operating Expenses,1091,551,8.5,C,,Renewal,levy
1045,5,2015,Brookville Local,48678,3904867,Montgomery,Current Operating Expenses,1104,544,8.5,C,,Renewal,levy
1046,5,2015,Northridge Local,48736,3904873,Montgomery,Combo (local share & maintain facilities),555,366,0.5,23,13680000,New,combo
1047,5,2015,Valley View Local,48744,3904874,Montgomery,Income Tax (current operating expenses),869,522,0.5,C,,Renewal,income tax
1048,5,2015,Valley View Local,48744,3904874,Montgomery,Income Tax (current expenses),878,517,0.75,C,,Renewal,income tax
1049,5,2015,Genoa Area Local,48942,3904894,Ottawa,Current Operating Expenses,1633,710,5,5,,Renewal,levy
1050,5,2015,Genoa Area Local,48942,3904894,Ottawa,Emergency Requirements,1345,1001,6.38,5,1025000,New,levy
1051,5,2015,Logan Elm Local,49080,3904908,Pickaway,Emergency Requirements,1246,712,2.6,5,812000,Renewal,levy
1052,5,2015,Logan Elm Local,49080,3904908,Pickaway,Income Tax (current operating expenses),1253,710,1,5,,Renewal,income tax
1053,5,2015,Aurora City,49171,3904917,Portage,Current Expenses,988,479,5.61,5,,Renewal,levy
1054,5,2015,Crestwood Local,49189,3904918,Portage,Emergency Requirements,774,408,4.8,4,1400000,Renewal,levy
1055,5,2015,Zane Trace Local,49544,3904954,Ross,Income Tax (operating expenses),802,622,0.75,5,,New,income tax
1056,5,2015,Woodmore Local,49577,3904957,Sandusky,Emergency Requirements,1038,1155,4.15,5,600000,Renewal,levy
1057,5,2015,Woodmore Local,49577,3904957,Sandusky,Income Tax (current expenses),769,1415,0.75,10,,New,income tax
1058,5,2015,Seneca East Local,49684,3904968,Seneca,Income Tax (current expenses),380,192,1,5,,Renewal,income tax
1059,5,2015,Jackson Center Local,49809,3910005,Shelby,Permanent Improvements,205,139,1,5,,Renewal,levy
1060,5,2015,Fairless Local,49841,3904984,Stark,Emergency Requirements,1085,1229,8.9,10,1578000,New,levy
1061,5,2015,Coventry Local,49999,3904999,Summit,Emergency Requirements,1614,1275,6.87,5,1985175,Renewal,levy
1062,5,2015,Mogadore Local,50039,3905003,Summit,Current Expenses,708,638,5.9,C,,New,levy
1063,5,2015,Lakeview Local,50187,3905018,Trumbull,Combo (facilities & general permanent improvements),1673,1303,0.5,37,23815000,New,combo
1064,5,2015,Liberty Local,50195,3905019,Trumbull,Emergency Requirements,571,463,7.75,5,1776316,Renewal,levy
1065,5,2015,Lordstown Local,50203,3905020,Trumbull,Emergency Requirements,404,183,5.4,5,770000,Renewal,levy
1066,5,2015,Lordstown Local,50203,3905020,Trumbull,Emergency Requirements,399,187,5.9,5,841327.13,Renewal,levy
1067,5,2015,Maplewood Local,50211,3905021,Trumbull,Emergency Requirements,301,170,5.4,10,508805,Renewal,levy
1068,5,2015,Kings Local,50435,3905043,Warren,General Permanent Improvements,1521,580,3,C,,Renewal,levy
1069,5,2015,Norwayne Local,50567,3905056,Wayne,Re11ate & Repair School Buildings,263,141,2,5,,Renewal,levy
1070,5,2015,Edon-Northwest Local,50625,3905062,Williams,Income Tax (current expenses),537,395,1,5,,New,income tax
1071,5,2015,North Baltimore Local,50708,3905070,Wood,Income Tax (current expenses),232,129,1,5,,Renewal,income tax
1072,5,2015,Cleveland Hts.-University Hts. City,43794,3904379,Cuyahoga,Current Expenses,3057,3996,5.9,C,,New,levy
1073,5,2015,Lake Local,49866,3904986,Stark,"Combo (facilities, improvements, and expenses)",2926,2511,1.5,36,34600000,New,combo
1074,5,2015,Manchester Local,50005,3905000,Summit,Emergency Requirements,872,470,1.47,5,275000,Renewal,levy
1075,5,2015,Manchester Local,50005,3905000,Summit,Current Expenses,881,456,8.5,5,,Renewal,levy
1076,5,2015,Newton Falls EV,45567,3904556,Trumbull,Emergency Requirements,640,249,4.55,5,585011,Renewal,levy
1077,5,2015,Northeastern Local,46250,3904625,Clark,Income Tax (current expenses),2869,2453,1,10,,New,income tax
1078,5,2015,Northwest Local,47365,3904736,Hamilton,Combo (Facilities & current operating expenses),3200,3556,1.18,35,85000000,New,combo
1079,5,2015,South Range,48363,3904836,Mahoning,Emergency Requirements,823,1257,4.9,3,931838,New,levy
1080,5,2015,Southeast Local,50583,3905058,Wayne,Bond (build & improve school buildings),728,1109,,35,20859063,New,bond
1081,5,2015,Springfield Local,48223,3904822,Lucas,Operating Deficit,4676,2972,5.98,5,3900000,New,levy
1082,5,2015,Warrensville Hts City,45005,3904500,Cuyahoga,Emergency Requirements,932,141,6.9,5,1850000,Renewal,levy
1083,5,2015,Yellow Springs Ex Village,45674,3904567,Greene,Emergency Requirements,639,93,8.05,10,1060000,Renewal,levy
1084,8,2015,Brown Local,46177,3904617,Carroll,Operating Deficit,746,450,5.8,10,700000,Renewal,levy
1085,8,2015,Walnut Township Local,46904,3904690,Fairfield,Emergency Requirements,621,564,7,5,1000000,New,levy
1086,8,2015,Gibsonburg Ex Village,45385,3904538,Sandusky,Permanent Improvements,207,436,2,100,,New,levy
1087,11,2015,Ashland City,43505,3904350,Ashland,General permanent improvements,4180,2939,1.25,5,0,Renewal,levy
1088,11,2015,Ashtabula Area City,43513,3904351,Ashtabula,Acquiring & improving educational technology & equipment,4600,2621,1.25,5,0,Renewal,levy
1089,11,2015,Bellaire Local,43570,3904357,Belmont,Permanent improvements,1594,1193,3,5,0,Renewal,levy
1090,11,2015,Bellevue City,43596,3904359,Huron,Current expenses,1304,881,0.5,10,0,Renewal,levy
1091,11,2015,Chillicothe City,43745,3904374,Ross,Construct & re11ate school facilities,3612,2865,,38,22450000,New,levy
1092,11,2015,Cuyahoga Falls City,43836,3904383,Summit,Build & maintain facilities & general permanent improvements,5599,6107,1,100/36,71000000,New,bond
1093,11,2015,Fostoria City,43992,3904399,Sandusky,"Construct, re11ate, equip & improve facilities, & permanent improvements",1965,1244,0.5,35,9446893,New,levy
1094,11,2015,Galion City,44024,3904402,Crawford,Current expenses,2005,1246,7.73,5,0,Renewal,levy
1095,11,2015,Greenville City,44099,3904409,Darke,Current expenses,3900,2746,5.5,5,0,Renewal,levy
1096,11,2015,Huron City,44131,3904413,Erie,Emergency requirements,1814,2222,4.9,10,0,New,levy
1097,11,2015,Lancaster City,44206,3904420,Fairfield,Current operating expenses,7541,5025,1.5,100,0,Renewal,levy
1098,11,2015,3ietta City,44321,3910019,Washington,Avoid and operating deficit,4239,2342,5.87,5,0,Renewal,levy
1099,11,2015,Massillon City,44354,3904435,Stark,Emergency requirements,4018,3577,4.6,5,2000000,Renewal,levy
1100,11,2015,Oregon City,44602,3904460,Lucas,Current operating expenses,4868,2904,3.95,100,0,New,levy
1101,11,2015,Parma City,44636,3904463,Cuyahoga,Provide funds for education technology,10451,17749,1.9,5,0,New,levy
1102,11,2015,Reading Community City,44693,3904469,Hamilton,"Pay local share of construction, maintain & improve facilities",2477,990,0.5,38,24772300,New,levy
1103,11,2015,Salem City,44735,3910006,Columbiana,Emergency requirements,2954,1832,4.3,10,1300000,Renewal,levy
1104,11,2015,Struthers City,44859,3904485,Mahoning,Current expenses,2683,1170,6.9,5,0,Renewal,levy
1105,11,2015,Tallmadge City,44883,3904488,Summit,General permanent improvements,4032,2112,1.25,100,0,Renewal,levy
1106,11,2015,Tallmadge City,44883,3904488,Summit,Current expenses,3935,2166,7.5,10,0,Renewal,levy
1107,11,2015,Urbana City,44941,3904494,Champaign,Current expenses,2394,1714,5.9,5,0,Renewal,levy
1108,11,2015,Wickliffe City,45088,3904508,Lake,Current expenses,2118,1736,7.9,100,0,New,levy
1109,11,2015,Willoughby-Eastlake City,45104,3904510,Lake,"Re11ate, remodel, equip & improve buildings & facilities ",10274,9839,,35,115750000,New,levy
1110,11,2015,Youngstown City,45161,3904516,Mahoning,Emergency requirements,6495,5741,10.7,4,5291510,Renewal,levy
1111,11,2015,Harrison Hills City,45245,3904524,Harrison,Fund Classroom facilities Assistance Program & permanent improvements,2474,2177,0.5,100/38,28280000,New,levy
1112,11,2015,Coldwater Exempted Village,45310,3904531,Mercer,"Improvements, re11ations, & additions to school facilities",129,52,6.5,5,0,Renewal,levy
1113,11,2015,Georgetown Exempted Village,45377,3904537,Brown,General permanent improvements,1258,651,1.5,5,0,Renewal,levy
1114,11,2015,Leetonia Exempted Village,45443,3910007,Columbiana,Avoid an operating deficit,879,454,5,5,350000,Renewal,levy
1115,11,2015,Milton-Union Exempted Village,45518,3904551,Miami,Permanent improvements,1954,1350,3.9,5,0,Renewal,levy
1116,11,2015,Newcomerstown Exempted Village,45542,3904554,Tuscarawas,Current expenses,909,578,9.2,5,0,Renewal,levy
1117,11,2015,Perrysburg Exempted Village,45583,3904558,Wood,General permanent improvements,6201,3180,1.9,5,0,Renewal,levy
1118,11,2015,Hillsdale Local,45823,3904582,Ashland,Permanent improvements,1463,1130,1.4,5,0,Renewal,levy
1119,11,2015,Mapleton Local,45831,3904583,Ashland,Permanent improvements,1105,880,4,5,0,Renewal,levy
1120,11,2015,Jefferson Area Local,45872,3904587,Ashtabula,Current operating expenses,1923,1462,6,5,0,Renewal,levy
1121,11,2015,Greenon Local,46235,3904623,Clark,Avoid an operating deficit,3017,1624,1.93,5,500000,Renewal,levy
1122,11,2015,River View Local,46482,3904648,Coshocton,Current expenses,2491,1397,4.8,5,0,Renewal,levy
1123,11,2015,Orange City,46581,3910016,Cuyahoga,Operate & maintain recreational facilities,2488,984,0.95,5,0,Renewal,levy
1124,11,2015,Richmond Heights Local,46599,3904659,Cuyahoga,Improve & equip school buildings,1384,1061,2,5,0,Renewal,levy
1125,11,2015,Ayersville Local,46706,3904670,Defiance,Current expenses,782,739,1.6,5,0,Renewal,levy
1126,11,2015,Buckeye Valley Local,46755,3904675,Delaware,"Construct, re11ate & improve school facilities & sites",3238,3256,,30,31250000,New,levy
1127,11,2015,Margaretta Local,46805,3904680,Erie,Current expenses,1673,1020,7.75,5,0,Renewal,levy
1128,11,2015,Amanda-Clearcreek Local,46847,3904684,Fairfield,Current operating expenses,898,1520,1.5,5,0,Renewal,levy
1129,11,2015,Cardinal Local,47175,3904717,Ge8a,General permanent improvements,1261,1568,2,5,0,New,levy
1130,11,2015,Newbury Local,47217,3904721,Ge8a,Permanent improvements,1093,963,1,100,0,Renewal,levy
1131,11,2015,Cedar Cliff Local,47258,3904725,Greene,Emergency requirements,890,425,2.7,5,0,Renewal,levy
1132,11,2015,Greeneview Local,47266,3904726,Greene,Current expenses,1517,1210,0.5,5,0,Renewal,levy
1133,11,2015,Southwest Local,47381,3904738,Hamilton,Pay local share of construction & permanent improvements,2657,4607,0.5,38,77245000,New,levy
1134,11,2015,Van Buren Local,47464,3910001,Hancock,Emergency requirements,1327,955,4.1,4,0,Renewal,levy
1135,11,2015,Indian Creek Local,47803,3904780,Jefferson,Current operating expenses,3596,2737,7.9,5,0,Renewal,levy
1136,11,2015,Avon Local,48116,3904811,Lorain,Emergency requirements,3742,2435,2.38,5,0,Renewal,levy
1137,11,2015,Clearview Local,48132,3904813,Lorain,Emergency requirements,733,595,4.45,10,0,Renewal,levy
1138,11,2015,Columbia Local,48140,3904814,Lorain,Emergency requirements,1303,1135,3.13,5,0,Renewal,levy
1139,11,2015,Firelands Local,48157,3904815,Lorain,"Construct, re11ate, improve facilities & permanent improvements",1753,2352,0.5,36,29461285,New,levy
1140,11,2015,Ottawa Hills Local,48215,3904821,Lucas,Re11ate & improve facilities & permanent improvements,604,1448,5.35,30,13070000,New,levy
1141,11,2015,Jefferson Local,48256,3904825,Madison,Emergency requirements,1370,739,7.11,7,1452338,Renewal,levy
1142,11,2015,Austintown Local,48298,3904829,Mahoning,Current expenses,5516,5164,7.3,5,0,Renewal,levy
1143,11,2015,Austintown Local,48298,3904829,Mahoning,Current expenses,5693,5001,4.9,5,0,Renewal,levy
1144,11,2015,Boardman Local,48306,3904830,Mahoning,Current expenses,7510,3794,6,5,0,Renewal,levy
1145,11,2015,Boardman Local,48306,3904830,Mahoning,Current expenses,7607,3602,5.9,5,0,Renewal,levy
1146,11,2015,Canfield Local,48314,3904831,Mahoning,Emergency requirements,4187,2748,1.6,5,0,Renewal,levy
1147,11,2015,Poland Local,48348,3904834,Mahoning,Build & maintain facilities & general permanent improvements,2386,3836,0.5,100/34,28265910,New,bond
1148,11,2015,Sebring Local,48355,3904835,Mahoning,Current operating expenses,502,555,1,5,0,Renewal,levy
1149,11,2015,Ridgedale Local,48439,3904843,3ion,Permanent improvements,735,897,2,5,0,New,levy
1150,11,2015,Parkway Local,48579,3904857,Mercer,Current expenses,976,535,8.97,5,0,Renewal,levy
1151,11,2015,Newton Local,48637,3904863,Miami,Current operating expenses,596,474,0.75,3,0,Renewal,levy
1152,11,2015,Switzerland of Ohio Local,48652,3904865,Monroe,Current operating expenses,2672,2244,5,100,0,Renewal,levy
1153,11,2015,New Lebanon Local,48710,3904871,Montgomery,Current expenses,1097,791,0.5,5,0,Renewal,levy
1154,11,2015,Valley View Local,48744,3904874,Montgomery,Avoiding an operating deficit,4659,3584,7.11,5,4447000,Renewal,levy
1155,11,2015,Genoa Area Local,48942,3904894,Ottawa,Current operating expenses,1722,1123,3.9,5,0,Renewal,levy
1156,11,2015,Antwerp Local,48991,3904899,Paulding,Current operating expenses,725,426,0.75,5,0,Renewal,levy
1157,11,2015,Wayne Trace Local,49031,3904903,Paulding,Current expenses,1063,795,0.75,5,0,Renewal,levy
1158,11,2015,Rootstown Local,49213,3904921,Portage,Emergency requirements,1701,917,5.98,5,0,Renewal,levy
1159,11,2015,Ottawa-Glandorf Local,49379,3904937,Putnam,Emergency requirements,2223,1256,2.1,5,0,Renewal,levy
1160,11,2015,Pandora-Gilboa Local,49395,3904939,Putnam,Current expenses,805,484,1,5,0,Renewal,levy
1161,11,2015,Paint Valley Local,49510,3904951,Ross,Permanent improvements,879,617,2.5,5,0,Renewal,levy
1162,11,2015,New Riegel Local,49718,3904971,Seneca,Current expenses,457,236,0.75,5,0,Renewal,levy
1163,11,2015,Anna Local,49759,3910004,Shelby,Permanent improvements,1214,660,1.5,5,0,Renewal,levy
1164,11,2015,Fairless Local,49841,3904984,Stark,Necessary requirements,2178,1799,9.3,10,0,New,levy
1165,11,2015,Sandy Valley Local,49940,3904994,Stark,General permanent improvements,1486,717,2,5,0,Renewal,levy
1166,11,2015,Woodridge Local,49973,3904997,Summit,"Construct, re11ate, equip, & improve school district buildings ",2765,2601,,35,33500000,New,levy
1167,11,2015,Nordonia Hills City,50047,3905004,Summit,General permanent improvements,3817,6694,1.49,5,0,New,levy
1168,11,2015,Revere Local,50054,3905005,Summit,Emergency requirements,4228,2754,5.08,10,4569000,Renewal,levy
1169,11,2015,Bristol Local,50112,3905011,Trumbull,Permanent improvements,943,576,2.5,5,0,Renewal,levy
1170,11,2015,Champion Local,50138,3905013,Trumbull,Build & maintain facilities & general permanent improvements,2149,1603,0.5,100/37,14191422,New,bond
1171,11,2015,Fairbanks Local,50328,3905032,Union,Permanent improvements,1482,847,0.25,5,0,Renewal,levy
1172,11,2015,Little Miami Local,50443,3905044,Warren,Avoid an operating deficit,6490,4734,13.86,5,0,Renewal,levy
1173,11,2015,Chippewa Local,50534,3905053,Wayne,"Build, maintain facilities & general permanent improvements",1657,1632,0.5,100/30,16875000,New,levy
1174,11,2015,Buckeye Local,45856,3904585,Ashtabula,General permanent improvements,2353,1047,1.9,5,0,Renewal,levy
1175,11,2015,Crestview Local,50351,3905035,Van Wert,Current expenses,970,499,5,100,0,Renewal,levy
1176,11,2015,Edison Local,47795,3904779,Jefferson,Emergency requirements,2709,2408,2,5,1049150,Renewal,levy
1177,11,2015,Lorain City ,44263,3904426,Lorain,Current expenses,5824,4142,23.85,5,0,Renewal,levy
1178,11,2015,Mechanicsburg EV,45484,3904548,Champaign,Current expenses,646,593,1,10,0,Renewal,levy
1179,11,2015,Newton Falls EV,45567,3904556,Trumbull,Emergency requirements,1615,1319,6,5,739483,New,levy
1180,11,2015,Northwest Local,47365,3904736,Hamilton,Improve facilities & current operating expenses,13366,9481,1,35,76000000,New,levy
1181,11,2015,Northwestern Local,46268,3904626,Clark,Permanent improvements,1904,1629,1,5,0,Renewal,levy
